0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
43,41,85,1,1,563,270,71,1,1,100,254,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,102,776,52,1,1,115,107,695,694,1,1,50,30,675,1,1,395,583,230,1,1,570,586,299,1,1,59,533,10,1,1,67,622,230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,655,660,688,2,1,1,43,729,740,734,2,1,1,18,699,291,132,1,1,536,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,42,271,652,1,1,705,48,71,1,1,67,622,230,1,1,59,558,1,1,590,118,138,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,66,565,131,2,1,1,88,587,596,118,2,1,1,40,53,275,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,111,525,549,1,1,43,729,740,734,2,1,1,96,280,2,1,1,67,622,230,1,1,763,782,60,2,1,1,570,586,299,1,1,57,25,131,2,1,1,66,565,131,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,18,96,650,36,2,1,1,518,538,2,1,1,59,558,1,1,226,714,130,58,1,1,90,37,125,1,1,33,168,69,669,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,67,622,230,1,1,88,587,596,118,2,1,1,108,308,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,536,58,1,1,90,634,10,1,1,226,690,71,1,1,90,37,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,108,308,616,10,1,1,590,118,138,1,1,668,680,1,1,102,776,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,226,690,71,1,1,226,714,130,58,1,1,66,565,131,2,1,1,20,43,2,1,1,20,352,71,1,1,31,693,683,1,1,18,308,112,71,1,1,570,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,96,280,2,1,1,655,660,688,2,1,1,705,48,71,1,1,590,118,138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,536,58,1,1,50,30,675,1,1,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,43,2,1,1,233,13,2,1,1,18,96,650,36,2,1,1,563,270,71,1,1,226,714,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,14,98,132,1,1,88,587,596,118,2,1,1,46,640,636,36,2,1,1,226,690,71,1,1,100,254,1,1,59,533,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,102,776,52,1,1,570,586,299,1,1,563,270,71,1,1,471,474,71,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,705,48,71,1,1,14,98,132,1,1,655,660,688,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,590,118,138,1,1,42,271,652,1,1,233,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,18,96,650,36,2,1,1,570,586,299,1,1,18,699,291,132,1,1,226,714,130,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,20,43,2,1,1,668,680,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,536,58,1,1,705,48,71,1,1,46,640,636,36,2,1,1,59,533,10,1,1,395,583,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,226,690,71,1,1,14,98,132,1,1,563,270,71,1,1,518,538,2,1,1,570,586,299,1,1,20,728,53,9,1,1,623,40,118,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,67,622,230,1,1,115,107,695,694,1,1,46,640,636,36,2,1,1,8,107,2,1,1,623,40,118,138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,67,622,230,1,1,471,474,71,1,1,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,33,168,69,669,125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,8,107,2,1,1,590,118,138,1,1,20,413,1,1,66,565,131,2,1,1,233,13,2,1,1,18,308,112,71,1,1,50,30,675,1,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,233,13,2,1,1,46,640,636,36,2,1,1,8,292,131,2,1,1,90,37,125,1,1,43,729,740,734,2,1,1,31,693,683,1,1,66,565,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,8,292,131,2,1,1,50,30,675,1,1,518,538,2,1,1,18,308,112,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,18,96,650,36,2,1,1,40,53,275,36,2,1,1,90,37,125,1,1,20,728,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,8,292,131,2,1,1,59,558,1,1,226,714,130,58,1,1,226,690,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,395,583,230,1,1,90,634,10,1,1,17,658,100,1,1,14,98,132,1,1,59,558,1,1,20,352,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,90,37,125,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,233,13,2,1,1,88,587,596,118,2,1,1,47,682,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,352,71,1,1,90,634,10,1,1,536,58,1,1,18,699,291,132,1,1,47,682,10,1,1,88,587,596,118,2,1,1,20,134,1,1,395,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,67,622,230,1,1,536,58,1,1,42,271,652,1,1,111,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,46,640,636,36,2,1,1,8,107,2,1,1,20,134,1,1,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,18,699,291,132,1,1,17,658,100,1,1,233,13,2,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,31,693,683,1,1,42,271,652,1,1,233,13,2,1,1,263,697,299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,57,25,131,2,1,1,20,43,2,1,1,108,308,616,10,1,1,18,96,650,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,14,98,132,1,1,17,107,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,108,308,616,10,1,1,40,53,275,36,2,1,1,96,280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,33,168,69,669,125,1,1,111,525,549,1,1,42,271,652,1,1,570,586,299,1,1,14,98,132,1,1,471,474,71,1,1,17,107,58,1,1,40,53,275,36,2,1,1,763,782,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,96,280,2,1,1,59,533,10,1,1,563,270,71,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,96,280,2,1,1,518,538,2,1,1,226,714,130,58,1,1,90,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,226,714,130,58,1,1,590,118,138,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,263,697,299,1,1,18,96,650,36,2,1,1,705,48,71,1,1,8,107,2,1,1,763,782,60,2,1,1,17,107,58,1,1,59,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,763,782,60,2,1,1,50,30,675,1,1,8,107,2,1,1,20,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,100,254,1,1,20,728,53,9,1,1,20,352,71,1,1,20,413,1,1,518,538,2,1,1,42,271,652,1,1,395,583,230,1,1,20,134,1,1,263,697,299,1,1,47,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,20,728,53,9,1,1,536,58,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,90,634,10,1,1,570,586,299,1,1,20,43,2,1,1,226,714,130,58,1,1,263,697,299,1,1,59,558,1,1,20,134,1,1,623,40,118,138,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,563,270,71,1,1,655,660,688,2,1,1,471,474,71,1,1,14,98,132,1,1,33,168,69,669,125,1,1,233,13,2,1,1,623,40,118,138,1,1,46,640,636,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,352,71,1,1,90,634,10,1,1,20,134,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,100,254,1,1,570,586,299,1,1,90,733,9,1,1,263,697,299,1,1,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,413,1,1,763,782,60,2,1,1,43,729,740,734,2,1,1,66,565,131,2,1,1,233,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,33,168,69,669,125,1,1,18,96,650,36,2,1,1,108,308,616,10,1,1,115,107,695,694,1,1,18,699,291,132,1,1,471,474,71,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,115,107,695,694,1,1,8,292,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,40,53,275,36,2,1,1,46,640,636,36,2,1,1,59,533,10,1,1,67,622,230,1,1,111,525,549,1,1,33,168,69,669,125,1,1,20,728,53,9,1,1,66,565,131,2,1,1,536,58,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,623,40,118,138,1,1,59,558,1,1,8,292,131,2,1,1,88,587,596,118,2,1,1,18,308,112,71,1,1,395,583,230,1,1,8,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,563,270,71,1,1,536,58,1,1,518,538,2,1,1,705,48,71,1,1,115,107,695,694,1,1,14,98,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,20,43,2,1,1,8,292,131,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,33,168,69,669,125,1,1,8,743,230,1,1,226,714,130,58,1,1,90,37,125,1,1,623,40,118,138,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,59,533,10,1,1,8,743,230,1,1,18,699,291,132,1,1,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,46,640,636,36,2,1,1,115,107,695,694,1,1,395,583,230,1,1,8,107,2,1,1,57,25,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,17,658,100,1,1,67,622,230,1,1,668,680,1,1,563,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,96,280,2,1,1,90,733,9,1,1,108,308,616,10,1,1,59,533,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,96,280,2,1,1,668,680,1,1,20,728,53,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,108,308,616,10,1,1,563,270,71,1,1,536,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,67,622,230,1,1,395,583,230,1,1,59,533,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
43,41,85,1,1,668,680,1,1,40,53,275,36,2,1,1,623,40,118,138,1,1,20,728,53,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
