0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
ja,pa,n,",",",",hi,ro,shi,ma,",",",",na,ga,sa,ki,",",",",ao,mo,ri,",",",",ka,ma,ku,ro,",",",",ko,be,",",",",i,zu,mi,",",",",o,sa,ka,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",to,kyo,",",",",ka,go,shi,ma,",",",",yo,ko,ha,ma,",",",",ko,chi,",",",",sa,do,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",bi,ze,n,",",",",o,sa,ka,",",",",ma,tsuya,ma,",",",",na,ra,",",",",na,ha,",",",",na,ga,no,",",",",na,goya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",bi,ze,n,",",",",na,ga,no,",",",",ka,go,shi,ma,",",",",ko,be,",",",",na,ga,sa,ki,",",",",ma,tsuya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",i,zu,mo,",",",",fu,ku,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",to,kyo,",",",",sa,tsu,ma,",",",",o,sa,ka,",",",",na,ga,sa,ki,",",",",ko,chi,",",",",hi,ro,shi,ma,",",",",na,ha,",",",",o,mi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,ppo,ro,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",toya,ma,",",",",na,goya,",",",",na,ga,no,",",",",i,zu,mo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ha,ko,da,te,",",",",na,ga,no,",",",",sa,ppo,ro,",",",",toya,ma,",",",",i,se,",",",",ka,go,shi,ma,",",",",na,goya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",fu,kuo,ka,",",",",yo,ko,ha,ma,",",",",na,ga,no,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,zu,mo,",",",",o,mi,",",",",to,kyo,",",",",na,ga,no,",",",",i,zu,mi,",",",",ko,chi,",",",",a,ki,ta,",",",",kyo,to,",",",",hi,ro,shi,ma,",",",",ao,mo,ri,text_end,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",bi,ze,n,",",",",i,zu,mi,",",",",ma,tsuya,ma,",",",",ta,kaya,ma,",",",",i,zu,mo,",",",",e,chi,go,",",",",yo,ko,ha,ma,",",",",o,mi,",",",",ko,chi,",",",",ao,mo,ri,text_end,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ha,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ko,chi,",",",",toya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ka,ma,ku,ro,",",",",e,chi,go,",",",",ta,kaya,ma,",",",",ko,zu,ke,",",",",na,ga,no,",",",",yo,ko,ha,ma,",",",",i,zu,mo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ao,mo,ri,",",",",e,chi,go,",",",",na,goya,",",",",na,ra,",",",",ko,zu,ke,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",a,ki,ta,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,zu,mo,",",",",e,chi,ze,n,",",",",ka,go,shi,ma,",",",",e,chi,go,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ta,kaya,ma,",",",",ao,mo,ri,",",",",a,ki,ta,",",",",o,sa,ka,",",",",o,mi,",",",",bi,ze,n,",",",",sa,ppo,ro,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ta,kaya,ma,",",",",toya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",a,ki,ta,",",",",kyo,to,",",",",ha,ko,da,te,",",",",na,ga,sa,ki,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,ppo,ro,",",",",e,chi,ze,n,",",",",na,goya,",",",",suo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",o,sa,ka,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,do,",",",",ma,tsuya,ma,",",",",to,kyo,",",",",toya,ma,",",",",ta,kaya,ma,",",",",na,ga,no,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",hi,ro,shi,ma,",",",",ko,be,",",",",ma,tsuya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ko,zu,ke,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",to,kyo,",",",",ao,mo,ri,",",",",na,ga,no,",",",",fu,ku,shi,ma,",",",",sa,do,",",",",e,chi,go,",",",",toya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,zu,mo,",",",",ka,ma,ku,ro,",",",",o,sa,ka,",",",",o,mi,",",",",hi,ro,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",hi,ro,shi,ma,",",",",fu,ku,shi,ma,",",",",i,zu,mi,",",",",na,goya,",",",",a,ki,ta,",",",",ma,tsuya,ma,",",",",shi,mo,no,se,ki,",",",",ka,ma,ku,ro,",",",",toya,ma,",",",",kyo,to,text_end,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,go,",",",",ao,mo,ri,",",",",e,chi,ze,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,do,",",",",sa,tsu,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",shi,mo,no,se,ki,",",",",na,ra,",",",",i,zu,mi,",",",",e,chi,go,",",",",sa,tsu,ma,",",",",suo,",",",",i,se,",",",",na,ga,no,",",",",na,ga,sa,ki,",",",",kyo,to,text_end,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,do,",",",",o,sa,ka,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ma,tsuya,ma,",",",",sa,tsu,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",ko,chi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ko,be,",",",",na,ra,",",",",na,ga,sa,ki,",",",",ka,ma,ku,ro,",",",",e,chi,ze,n,",",",",na,ha,",",",",fu,kuo,ka,",",",",sa,ppo,ro,",",",",fu,ku,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,tsu,ma,",",",",fu,ku,shi,ma,",",",",e,chi,ze,n,",",",",i,zu,mi,",",",",ko,chi,",",",",kyo,to,",",",",na,ha,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,se,",",",",e,chi,go,",",",",kyo,to,",",",",suo,",",",",ma,tsuya,ma,",",",",a,ki,ta,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",ka,ma,ku,ro,",",",",e,chi,ze,n,",",",",toya,ma,",",",",ko,chi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,ze,n,",",",",to,kyo,",",",",hi,ro,shi,ma,",",",",ma,tsuya,ma,",",",",ko,chi,",",",",e,chi,go,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ta,kaya,ma,",",",",kyo,to,",",",",ko,zu,ke,",",",",o,sa,ka,",",",",na,ga,no,",",",",shi,mo,no,se,ki,",",",",yo,ko,ha,ma,",",",",na,ra,",",",",ao,mo,ri,",",",",ha,ko,da,te,text_end,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,ze,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",bi,ze,n,",",",",ha,ko,da,te,",",",",o,sa,ka,",",",",ao,mo,ri,",",",",fu,ku,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",fu,ku,shi,ma,",",",",hi,ro,shi,ma,",",",",na,ga,sa,ki,",",",",ko,chi,",",",",shi,mo,no,se,ki,",",",",ao,mo,ri,",",",",na,ra,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",ko,be,",",",",suo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,goya,",",",",o,mi,",",",",na,ga,sa,ki,",",",",na,ga,no,",",",",e,chi,ze,n,",",",",a,ki,ta,",",",",toya,ma,",",",",ko,zu,ke,",",",",ha,ko,da,te,",",",",ta,kaya,ma,text_end,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",o,mi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ko,be,",",",",shi,mo,no,se,ki,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",yo,ko,ha,ma,",",",",toya,ma,",",",",ha,ko,da,te,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,se,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",hi,ro,shi,ma,",",",",na,ga,no,",",",",o,mi,",",",",yo,ko,ha,ma,",",",",ka,go,shi,ma,",",",",suo,",",",",fu,ku,shi,ma,",",",",e,chi,ze,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,go,",",",",sa,ppo,ro,",",",",i,se,",",",",na,ha,",",",",ao,mo,ri,",",",",toya,ma,",",",",na,ga,sa,ki,",",",",na,goya,",",",",fu,ku,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",o,sa,ka,",",",",to,kyo,",",",",kyo,to,",",",",e,chi,go,",",",",o,mi,",",",",fu,ku,shi,ma,",",",",sa,ppo,ro,",",",",ha,ko,da,te,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",o,mi,",",",",hi,ro,shi,ma,",",",",yo,ko,ha,ma,",",",",ha,ko,da,te,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ta,kaya,ma,",",",",ko,be,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",o,sa,ka,",",",",na,ga,no,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,go,",",",",ao,mo,ri,",",",",ka,go,shi,ma,",",",",na,ha,",",",",sa,ppo,ro,",",",",o,sa,ka,",",",",hi,ro,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ha,",",",",na,ga,sa,ki,",",",",a,ki,ta,",",",",ao,mo,ri,",",",",ma,tsuya,ma,",",",",ko,chi,",",",",sa,tsu,ma,",",",",sa,do,",",",",na,ra,",",",",fu,kuo,ka,text_end,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ga,no,",",",",sa,tsu,ma,",",",",shi,mo,no,se,ki,",",",",i,zu,mo,",",",",e,chi,ze,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,zu,mi,",",",",a,ki,ta,",",",",bi,ze,n,",",",",sa,do,",",",",na,ra,",",",",ka,go,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ma,tsuya,ma,",",",",shi,mo,no,se,ki,",",",",to,kyo,",",",",ta,kaya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,do,",",",",kyo,to,",",",",yo,ko,ha,ma,",",",",na,ha,",",",",bi,ze,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ko,chi,",",",",o,sa,ka,",",",",e,chi,go,",",",",fu,ku,shi,ma,",",",",to,kyo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ha,ko,da,te,",",",",a,ki,ta,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",fu,kuo,ka,",",",",ko,be,",",",",e,chi,go,",",",",ma,tsuya,ma,",",",",ao,mo,ri,",",",",yo,ko,ha,ma,",",",",bi,ze,n,",",",",ko,chi,",",",",sa,tsu,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",o,sa,ka,",",",",toya,ma,",",",",fu,ku,shi,ma,",",",",ko,chi,",",",",a,ki,ta,",",",",ka,ma,ku,ro,",",",",fu,kuo,ka,",",",",bi,ze,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",suo,",",",",o,sa,ka,",",",",na,ga,no,",",",",ka,ma,ku,ro,",",",",bi,ze,n,",",",",ha,ko,da,te,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ga,no,",",",",fu,ku,shi,ma,",",",",e,chi,go,",",",",ha,ko,da,te,",",",",na,ra,",",",",suo,",",",",sa,tsu,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",bi,ze,n,",",",",e,chi,go,",",",",ka,go,shi,ma,",",",",fu,ku,shi,ma,",",",",i,se,",",",",to,kyo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,se,",",",",ka,go,shi,ma,",",",",ta,kaya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,zu,mi,",",",",to,kyo,",",",",kyo,to,",",",",i,se,",",",",fu,ku,shi,ma,",",",",yo,ko,ha,ma,",",",",o,mi,",",",",ko,be,",",",",ka,go,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ka,go,shi,ma,",",",",na,goya,",",",",yo,ko,ha,ma,",",",",ha,ko,da,te,",",",",sa,tsu,ma,",",",",o,sa,ka,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ka,go,shi,ma,",",",",i,zu,mi,",",",",ta,kaya,ma,",",",",shi,mo,no,se,ki,",",",",e,chi,go,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,go,",",",",ko,be,",",",",fu,kuo,ka,",",",",ao,mo,ri,",",",",na,ga,no,",",",",sa,ppo,ro,",",",",ha,ko,da,te,",",",",i,zu,mo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",na,goya,",",",",ko,be,",",",",hi,ro,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,do,",",",",hi,ro,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",yo,ko,ha,ma,",",",",sa,ppo,ro,",",",",e,chi,ze,n,",",",",a,ki,ta,",",",",ha,ko,da,te,",",",",sa,do,",",",",ta,kaya,ma,",",",",na,ga,sa,ki,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ao,mo,ri,",",",",i,zu,mo,",",",",suo,",",",",sa,do,",",",",ko,chi,",",",",ta,kaya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",fu,ku,shi,ma,",",",",na,ga,no,",",",",ha,ko,da,te,",",",",na,ga,sa,ki,",",",",yo,ko,ha,ma,",",",",ko,chi,",",",",e,chi,ze,n,",",",",ka,go,shi,ma,",",",",o,sa,ka,text_end,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ko,be,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ha,ko,da,te,",",",",na,goya,",",",",yo,ko,ha,ma,",",",",o,mi,",",",",sa,ppo,ro,",",",",sa,do,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",fu,ku,shi,ma,",",",",na,ra,",",",",hi,ro,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",yo,ko,ha,ma,",",",",i,se,",",",",kyo,to,",",",",fu,kuo,ka,",",",",hi,ro,shi,ma,",",",",i,zu,mi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,goya,",",",",i,zu,mi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ko,zu,ke,",",",",na,goya,",",",",to,kyo,",",",",shi,mo,no,se,ki,",",",",o,sa,ka,",",",",ka,ma,ku,ro,",",",",na,ha,",",",",i,zu,mo,",",",",o,mi,",",",",ma,tsuya,ma,text_end,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,ra,",",",",sa,do,",",",",ko,be,",",",",i,zu,mi,",",",",toya,ma,",",",",ma,tsuya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",sa,tsu,ma,",",",",e,chi,go,",",",",i,zu,mo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ha,ko,da,te,",",",",ma,tsuya,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,goya,",",",",na,ga,no,",",",",e,chi,ze,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",toya,ma,",",",",sa,do,",",",",ha,ko,da,te,",",",",ma,tsuya,ma,",",",",yo,ko,ha,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ao,mo,ri,",",",",e,chi,go,",",",",e,chi,ze,n,",",",",na,goya,",",",",o,mi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",kyo,to,",",",",sa,do,",",",",e,chi,go,",",",",na,ga,no,",",",",ka,ma,ku,ro,",",",",na,ra,",",",",ko,zu,ke,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",yo,ko,ha,ma,",",",",ao,mo,ri,",",",",suo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",hi,ro,shi,ma,",",",",ka,go,shi,ma,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",to,kyo,",",",",hi,ro,shi,ma,",",",",fu,ku,shi,ma,",",",",ko,chi,",",",",bi,ze,n,",",",",na,ra,",",",",a,ki,ta,",",",",i,se,",",",",e,chi,go,",",",",shi,mo,no,se,ki,text_end,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",suo,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,se,",",",",na,goya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",shi,mo,no,se,ki,",",",",ko,zu,ke,",",",",o,mi,",",",",kyo,to,",",",",hi,ro,shi,ma,",",",",e,chi,go,",",",",na,ga,sa,ki,",",",",sa,do,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",i,zu,mo,",",",",ka,ma,ku,ro,",",",",fu,kuo,ka,",",",",na,goya,",",",",i,se,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,go,",",",",ko,zu,ke,",",",",kyo,to,",",",",fu,kuo,ka,",",",",ha,ko,da,te,",",",",sa,ppo,ro,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",ao,mo,ri,",",",",ta,kaya,ma,",",",",i,zu,mo,",",",",e,chi,ze,n,",",",",to,kyo,",",",",ha,ko,da,te,",",",",i,se,",",",",na,goya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",toya,ma,",",",",ka,go,shi,ma,",",",",ao,mo,ri,",",",",a,ki,ta,",",",",na,ga,no,",",",",fu,kuo,ka,",",",",ka,ma,ku,ro,",",",",kyo,to,",",",",o,mi,text_end,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",e,chi,ze,n,",",",",na,ra,",",",",na,ga,no,",",",",toya,ma,",",",",ma,tsuya,ma,",",",",na,ga,sa,ki,",",",",suo,",",",",na,ha,",",",",ao,mo,ri,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,
ja,pa,n,",",",",na,goya,",",",",fu,ku,shi,ma,",",",",na,ga,sa,ki,",",",",i,zu,mo,",",",",suo,",",",",sa,tsu,ma,",",",",to,kyo,",",",",ka,go,shi,ma,",",",",toya,ma,",",",",sa,ppo,ro,text_end,,,,,,,,,,,,,,,,,,,,,
